"subject","item","rt","accessible","inaccessible","group","region","trial","accessible_g","inaccessible_g","group_g","region_g"
"Non-Native 12",6,"807",1,-1,1,-1,"Non-Native 12 6","Accessible Mismatch","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 12",6,"383",1,-1,1,1,"Non-Native 12 6","Accessible Mismatch","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 16",6,"1650",1,-1,1,-1,"Non-Native 16 6","Accessible Mismatch","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 16",6,"795",1,-1,1,1,"Non-Native 16 6","Accessible Mismatch","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 19",6,"1028",1,-1,1,-1,"Non-Native 19 6","Accessible Mismatch","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 19",6,"735",1,-1,1,1,"Non-Native 19 6","Accessible Mismatch","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 23",6,"453",1,-1,1,-1,"Non-Native 23 6","Accessible Mismatch","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 23",6,"682",1,-1,1,1,"Non-Native 23 6","Accessible Mismatch","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 25",6,"554",1,-1,1,-1,"Non-Native 25 6","Accessible Mismatch","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 25",6,"769",1,-1,1,1,"Non-Native 25 6","Accessible Mismatch","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 27",6,"576",1,-1,1,-1,"Non-Native 27 6","Accessible Mismatch","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 27",6,"719",1,-1,1,1,"Non-Native 27 6","Accessible Mismatch","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 30",6,"1162",1,-1,1,-1,"Non-Native 30 6","Accessible Mismatch","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 30",6,"938",1,-1,1,1,"Non-Native 30 6","Accessible Mismatch","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 32",6,"735",1,-1,1,-1,"Non-Native 32 6","Accessible Mismatch","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 32",6,"835",1,-1,1,1,"Non-Native 32 6","Accessible Mismatch","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 38",6,"540",1,-1,1,-1,"Non-Native 38 6","Accessible Mismatch","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 38",6,"559",1,-1,1,1,"Non-Native 38 6","Accessible Mismatch","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 39",6,"651",1,-1,1,-1,"Non-Native 39 6","Accessible Mismatch","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 39",6,"3348",1,-1,1,1,"Non-Native 39 6","Accessible Mismatch","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 47",6,"830",1,-1,1,-1,"Non-Native 47 6","Accessible Mismatch","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 47",6,"714",1,-1,1,1,"Non-Native 47 6","Accessible Mismatch","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 54",6,"657",1,-1,1,-1,"Non-Native 54 6","Accessible Mismatch","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 54",6,"586",1,-1,1,1,"Non-Native 54 6","Accessible Mismatch","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 57",6,"444",1,-1,1,-1,"Non-Native 57 6","Accessible Mismatch","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 57",6,"1894",1,-1,1,1,"Non-Native 57 6","Accessible Mismatch","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 59",6,"688",1,-1,1,-1,"Non-Native 59 6","Accessible Mismatch","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 59",6,"946",1,-1,1,1,"Non-Native 59 6","Accessible Mismatch","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 60",6,"1030",1,-1,1,-1,"Non-Native 60 6","Accessible Mismatch","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 60",6,"320",1,-1,1,1,"Non-Native 60 6","Accessible Mismatch","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 3",6,"530",1,1,1,-1,"Non-Native 3 6","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 3",6,"627",1,1,1,1,"Non-Native 3 6","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 17",6,"463",1,1,1,-1,"Non-Native 17 6","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 17",6,"651",1,1,1,1,"Non-Native 17 6","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 29",6,"646",1,1,1,-1,"Non-Native 29 6","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 29",6,"458",1,1,1,1,"Non-Native 29 6","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 33",6,"186",1,1,1,-1,"Non-Native 33 6","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 33",6,"1602",1,1,1,1,"Non-Native 33 6","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 35",6,"401",1,1,1,-1,"Non-Native 35 6","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 35",6,"383",1,1,1,1,"Non-Native 35 6","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 36",6,"193",1,1,1,-1,"Non-Native 36 6","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 36",6,"215",1,1,1,1,"Non-Native 36 6","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 37",6,"632",1,1,1,-1,"Non-Native 37 6","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 37",6,"631",1,1,1,1,"Non-Native 37 6","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 49",6,"474",1,1,1,-1,"Non-Native 49 6","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 49",6,"404",1,1,1,1,"Non-Native 49 6","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 52",6,"575",1,1,1,-1,"Non-Native 52 6","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 52",6,"532",1,1,1,1,"Non-Native 52 6","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 53",6,"507",1,1,1,-1,"Non-Native 53 6","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 53",6,"660",1,1,1,1,"Non-Native 53 6","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 55",6,"648",1,1,1,-1,"Non-Native 55 6","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 55",6,"793",1,1,1,1,"Non-Native 55 6","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 58",6,"1150",1,1,1,-1,"Non-Native 58 6","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 58",6,"770",1,1,1,1,"Non-Native 58 6","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 62",6,"435",1,1,1,-1,"Non-Native 62 6","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 62",6,"754",1,1,1,1,"Non-Native 62 6","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 66",6,"1270",1,1,1,-1,"Non-Native 66 6","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 66",6,"559",1,1,1,1,"Non-Native 66 6","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 69",6,"559",1,1,1,-1,"Non-Native 69 6","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 69",6,"1363",1,1,1,1,"Non-Native 69 6","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 3",7,"1749",-1,-1,1,-1,"Non-Native 3 7","Accessible Match","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 3",7,"582",-1,-1,1,1,"Non-Native 3 7","Accessible Match","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 17",7,"398",-1,-1,1,-1,"Non-Native 17 7","Accessible Match","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 17",7,"399",-1,-1,1,1,"Non-Native 17 7","Accessible Match","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 29",7,"255",-1,-1,1,-1,"Non-Native 29 7","Accessible Match","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 29",7,"443",-1,-1,1,1,"Non-Native 29 7","Accessible Match","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 33",7,"763",-1,-1,1,-1,"Non-Native 33 7","Accessible Match","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 33",7,"575",-1,-1,1,1,"Non-Native 33 7","Accessible Match","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 35",7,"586",-1,-1,1,-1,"Non-Native 35 7","Accessible Match","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 35",7,"442",-1,-1,1,1,"Non-Native 35 7","Accessible Match","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 36",7,"2894",-1,-1,1,-1,"Non-Native 36 7","Accessible Match","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 36",7,"846",-1,-1,1,1,"Non-Native 36 7","Accessible Match","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 37",7,"612",-1,-1,1,-1,"Non-Native 37 7","Accessible Match","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 37",7,"493",-1,-1,1,1,"Non-Native 37 7","Accessible Match","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 49",7,"451",-1,-1,1,-1,"Non-Native 49 7","Accessible Match","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 49",7,"759",-1,-1,1,1,"Non-Native 49 7","Accessible Match","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 52",7,"719",-1,-1,1,-1,"Non-Native 52 7","Accessible Match","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 52",7,"382",-1,-1,1,1,"Non-Native 52 7","Accessible Match","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 53",7,"539",-1,-1,1,-1,"Non-Native 53 7","Accessible Match","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 53",7,"444",-1,-1,1,1,"Non-Native 53 7","Accessible Match","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 55",7,"728",-1,-1,1,-1,"Non-Native 55 7","Accessible Match","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 55",7,"449",-1,-1,1,1,"Non-Native 55 7","Accessible Match","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 58",7,"1410",-1,-1,1,-1,"Non-Native 58 7","Accessible Match","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 58",7,"541",-1,-1,1,1,"Non-Native 58 7","Accessible Match","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 62",7,"1142",-1,-1,1,-1,"Non-Native 62 7","Accessible Match","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 62",7,"689",-1,-1,1,1,"Non-Native 62 7","Accessible Match","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 66",7,"371",-1,-1,1,-1,"Non-Native 66 7","Accessible Match","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 66",7,"440",-1,-1,1,1,"Non-Native 66 7","Accessible Match","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 69",7,"519",-1,-1,1,-1,"Non-Native 69 7","Accessible Match","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 69",7,"532",-1,-1,1,1,"Non-Native 69 7","Accessible Match","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 4",7,"516",-1,1,1,-1,"Non-Native 4 7","Accessible Match","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 4",7,"480",-1,1,1,1,"Non-Native 4 7","Accessible Match","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 5",7,"423",-1,1,1,-1,"Non-Native 5 7","Accessible Match","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 5",7,"389",-1,1,1,1,"Non-Native 5 7","Accessible Match","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 7",7,"452",-1,1,1,-1,"Non-Native 7 7","Accessible Match","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 7",7,"386",-1,1,1,1,"Non-Native 7 7","Accessible Match","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 8",7,"537",-1,1,1,-1,"Non-Native 8 7","Accessible Match","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 8",7,"371",-1,1,1,1,"Non-Native 8 7","Accessible Match","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 11",7,"481",-1,1,1,-1,"Non-Native 11 7","Accessible Match","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 11",7,"422",-1,1,1,1,"Non-Native 11 7","Accessible Match","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 20",7,"727",-1,1,1,-1,"Non-Native 20 7","Accessible Match","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 20",7,"463",-1,1,1,1,"Non-Native 20 7","Accessible Match","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 28",7,"602",-1,1,1,-1,"Non-Native 28 7","Accessible Match","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 28",7,"659",-1,1,1,1,"Non-Native 28 7","Accessible Match","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 31",7,"524",-1,1,1,-1,"Non-Native 31 7","Accessible Match","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 31",7,"560",-1,1,1,1,"Non-Native 31 7","Accessible Match","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 34",7,"549",-1,1,1,-1,"Non-Native 34 7","Accessible Match","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 34",7,"640",-1,1,1,1,"Non-Native 34 7","Accessible Match","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 40",7,"455",-1,1,1,-1,"Non-Native 40 7","Accessible Match","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 40",7,"425",-1,1,1,1,"Non-Native 40 7","Accessible Match","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 41",7,"472",-1,1,1,-1,"Non-Native 41 7","Accessible Match","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 41",7,"391",-1,1,1,1,"Non-Native 41 7","Accessible Match","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 43",7,"349",-1,1,1,-1,"Non-Native 43 7","Accessible Match","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 43",7,"2125",-1,1,1,1,"Non-Native 43 7","Accessible Match","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 44",7,"209",-1,1,1,-1,"Non-Native 44 7","Accessible Match","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 44",7,"278",-1,1,1,1,"Non-Native 44 7","Accessible Match","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 48",7,"580",-1,1,1,-1,"Non-Native 48 7","Accessible Match","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 48",7,"554",-1,1,1,1,"Non-Native 48 7","Accessible Match","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 50",7,"1638",-1,1,1,-1,"Non-Native 50 7","Accessible Match","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 50",7,"517",-1,1,1,1,"Non-Native 50 7","Accessible Match","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 51",7,"614",-1,1,1,-1,"Non-Native 51 7","Accessible Match","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 51",7,"730",-1,1,1,1,"Non-Native 51 7","Accessible Match","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 61",7,"432",-1,1,1,-1,"Non-Native 61 7","Accessible Match","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 61",7,"381",-1,1,1,1,"Non-Native 61 7","Accessible Match","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 64",7,"530",-1,1,1,-1,"Non-Native 64 7","Accessible Match","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 64",7,"515",-1,1,1,1,"Non-Native 64 7","Accessible Match","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 67",7,"551",-1,1,1,-1,"Non-Native 67 7","Accessible Match","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 67",7,"1057",-1,1,1,1,"Non-Native 67 7","Accessible Match","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 68",7,"501",-1,1,1,-1,"Non-Native 68 7","Accessible Match","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 68",7,"619",-1,1,1,1,"Non-Native 68 7","Accessible Match","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 71",7,"585",-1,1,1,-1,"Non-Native 71 7","Accessible Match","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 71",7,"537",-1,1,1,1,"Non-Native 71 7","Accessible Match","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 10",7,"159",1,-1,1,-1,"Non-Native 10 7","Accessible Mismatch","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 10",7,"188",1,-1,1,1,"Non-Native 10 7","Accessible Mismatch","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 13",7,"436",1,-1,1,-1,"Non-Native 13 7","Accessible Mismatch","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 13",7,"636",1,-1,1,1,"Non-Native 13 7","Accessible Mismatch","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 14",7,"525",1,-1,1,-1,"Non-Native 14 7","Accessible Mismatch","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 14",7,"582",1,-1,1,1,"Non-Native 14 7","Accessible Mismatch","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 15",7,"620",1,-1,1,-1,"Non-Native 15 7","Accessible Mismatch","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 15",7,"801",1,-1,1,1,"Non-Native 15 7","Accessible Mismatch","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 18",7,"1267",1,-1,1,-1,"Non-Native 18 7","Accessible Mismatch","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 18",7,"480",1,-1,1,1,"Non-Native 18 7","Accessible Mismatch","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 21",7,"123",1,-1,1,-1,"Non-Native 21 7","Accessible Mismatch","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 21",7,"304",1,-1,1,1,"Non-Native 21 7","Accessible Mismatch","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 22",7,"265",1,-1,1,-1,"Non-Native 22 7","Accessible Mismatch","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 22",7,"341",1,-1,1,1,"Non-Native 22 7","Accessible Mismatch","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 24",7,"638",1,-1,1,-1,"Non-Native 24 7","Accessible Mismatch","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 24",7,"997",1,-1,1,1,"Non-Native 24 7","Accessible Mismatch","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 26",7,"575",1,-1,1,-1,"Non-Native 26 7","Accessible Mismatch","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 26",7,"550",1,-1,1,1,"Non-Native 26 7","Accessible Mismatch","Inaccessible Match","Non-Native","Spillover Region"
